Release Date,Movie Title,Profit Amount
10/26/1984,The Terminator,30553296
2/27/2004,Goodbye Lenin!,-2336141
10/10/2007,Control,-5528423
10/9/2009,The Damned United,-5950135
2/22/2008,Die Fälscher,-765285
1/15/1988,Return of the Living Dead Part II,3005924
12/19/2008,Gomorra,-4620854
10/20/1995,Mallrats,-4071789
6/16/1978,Grease,175813770
12/19/1986,Platoon,126761962
6/23/2004,Fahrenheit 9/11,113114517
10/24/1969,Butch Cassidy and the Sundance Kid,96308900
8/26/1964,Mary Poppins,96300000
9/19/1980,Ordinary People,46302978
10/18/1961,West Side Story,37700000
10/17/1956,Around the World in 80 Days,36000000
7/25/1980,Caddyshack,33846344
3/23/2001,The Brothers,21457409
12/17/2008,The Wrestler,20238243
7/10/1981,Escape from New York,19244700
7/16/1999,The Wood,19059640
6/30/1989,Do the Right Thing,18289231
8/16/1995,The Usual Suspects,17272306
8/11/1989,A Nightmare On Elm Street: The Dream Child,16168359
4/5/2002,National Lampoon's Van Wilder,15005329
12/31/1946,Duel in the Sun,14400000
9/27/2000,Best in Show,12621249
9/27/2006,The Last King of Scotland,11606684
4/16/2003,A Mighty Wind,11583468
2/12/1988,School Daze,8545844
8/8/2007,Daddy Day Camp,7235267
3/20/1998,Mr. Nice Guy,6674183
1/1/1956,War and Peace,6500000
10/21/1988,Mystic Pizza,6465564
4/24/1998,Sliding Doors,5883495
5/24/1995,Tales from the Hood,5784569
10/13/1989,Halloween 5: The Revenge of Michael Myers,5642254
9/7/2012,The Words,5494838
4/27/2012,Bernie,3204489
12/15/2000,Pollock,2596914
2/15/2008,Dolphins and Whales Tribes of the Ocean 3D,1714996
2/26/1999,200 Cigarettes,851636
3/19/2010,City Island,671036
3/16/2012,Casa de mi Padre,-90517
7/29/2011,The Guard,-640226
4/21/2000,The Virgin Suicides,-1140525
8/29/2008,College,-1305509
9/22/2006,La science des rêves,-1329356
12/4/1998,Little Voice,-1405000
3/13/2009,Miss March,-1456680
2/5/1999,Simply Irresistible,-1601011
7/18/2014,Wish I Was Here,-2408701
12/21/2006,Venus,-2652589
3/14/2014,Veronica Mars,-2677873
7/20/2001,Hedwig and the Angry Inch,-2932688
10/31/2003,Shattered Glass,-3792025
7/3/2008,The Wackness,-3922954
11/16/2001,Novocaine,-3974762
7/15/2011,Snow Flower and the Secret Fan,-4651795
12/7/2001,The Business of Strangers,-4971663
8/30/1991,Beastmaster 2: Through the Portal of Time,-5226510
6/18/1969,The Wild Bunch,-5490576
3/25/2011,The 5th Quarter,-5591841
2/2/1979,The First Great Train Robbery,-5608058
12/20/2002,Morvern Callar,-5732806
10/10/2003,The Flower of Evil,-5818202
3/4/2011,Akmareul Boatda,-5870790
11/10/2006,Come Early Morning,-5880548
4/2/2010,The Greatest,-5884138
12/7/2012,Deadfall,-5933649
5/8/2009,Julia,-5934892
4/5/2002,Lucky Break,-5945394
9/5/2008,Surfer Dude,-5963503
1/23/2015,Song One,-5967749
10/3/2007,Lake of Fire,-5974683
4/2/2010,Don McKay,-5986278
8/12/2005,11:14,-6000000
12/31/1995,Men of War,-6000000
3/15/2011,A Shine of Rainbows,-6000000
12/31/2011,Freaky Deaky,-6000000
5/10/2011,The Hit List,-6000000
2/4/1983,Videodrome,-3831561
8/2/1996,Emma,16141742
5/16/2003,L'auberge espagnole,-2004336
2/8/1968,The Planet of the Apes,27595426
3/7/1965,The Train,1000000
3/18/2011,Winter in Wartime,-5257140
10/3/2003,Foolproof,-5569688
10/5/2012,Trade of Innocents,-5784909
9/8/2006,Tom yum goong,6344087
8/27/1999,Stiff Upper Lips,-5630418
9/7/2012,The Inbetweeners,-5664045
3/12/2003,Bend it Like Beckham,26943449
9/1/2006,Crossover,1409668
6/21/2002,Sunshine State,-2535644
7/16/2010,Standing Ovation,-5068194
7/9/2010,[Rec] 2,-5572234
12/25/1973,The Sting,154116327
9/25/1981,Chariots of Fire,49722653
2/25/2005,Diary of a Mad Black Woman,44906346
11/22/1996,Shine,30311509
9/27/2013,Don Jon,18977704
7/20/2001,Ghost World,700756
12/14/2001,Iris,80479
6/6/1980,Galaxina,-635000
11/26/2004,Les Choristes,-1870242
6/6/2003,Mambo Italiano,-2468199
10/3/2003,Wonderland,-4439488
7/1/2005,De battre mon coeur s'est arrêté,-4476576
4/1/2011,Haevnen,-4491902
10/21/2011,Le Havre,-4888291
5/17/2002,Harvard Man,-5443347
7/15/2011,Salvation Boulevard,-5471532
1/23/2015,R100,-5475044
12/31/2008,Animals,-5500000
2/26/2013,Tao Jie,-5400000
1/27/2006,Rang De Basanti,-3102306
7/19/2013,Grabbers,-5300000
4/27/2012,Hodejegerne,-4049990
8/3/2007,The Ten,-4480274
10/27/2000,A Room for Romeo Brass,-5229903
8/1/1944,Wilson,-3200000
8/5/2005,Saint Ralph,-4404874
10/3/1980,Somewhere in Time,4609597
4/19/2002,My Big Fat Greek Wedding,236438208
10/21/2011,Paranormal Activity 3,99028807
10/28/2005,Saw II,82025093
9/13/2013,Insidious Chapter 2,78586447
10/25/2002,Jackass: The Movie,59282312
9/11/2015,The Visit,56158030
10/19/2012,Paranormal Activity 4,48900335
10/24/2014,Ouija,45856010
2/27/1987,A Nightmare On Elm Street 3: Dream Warriors,39793222
8/30/2013,No se Aceptan Devoluciones,39467206
8/7/2015,The Gift,38787265
5/16/1975,The Return of the Pink Panther,36833347
9/16/1953,The Robe,31000000
12/24/2003,Monster,29469210
9/13/1991,Freddy's Dead: The Final Nightmare,29015591
1/3/2014,Paranormal Activity: The Marked Ones,27462372
12/23/1954,20000 Leagues Under the Sea,23200000
4/11/2014,Oculus,22695246
11/1/2013,Dallas Buyers Club,22298285
8/26/2015,No Escape,22051218
10/3/1980,The Elephant Man,21010864
2/27/2015,The Lazarus Effect,20801570
3/16/2001,Memento,20530884
8/26/2011,Our Idiot Brother,19814830
7/21/2006,Clerks II,19148068
4/8/1998,The Players Club,18031390
10/13/2000,Billy Elliot,16995263
7/5/2013,The Way Way Back,16502690
8/29/2014,As Above So Below,16222315
12/17/1997,The Apostle,15733485
11/3/1982,The Man From Snowy River,15659423
10/23/1991,House Party 2,14438638
3/26/1999,Doug's 1st Movie,14421271
1/16/2015,Still Alice,13656400
9/18/1981,Mommie Dearest,12988509
9/2/2011,Apollo 18,12686929
10/1/1988,Halloween 4: The Return of Michael Myers,11634499
8/31/2001,O (Othello),11017403
9/29/1995,Halloween: The Curse of Michael Myers,10106362
1/1/1954,The Egyptian,10000000
11/7/1997,Eve's Bayou,9821531
4/10/1981,Nighthawks,9600000
7/28/1989,Friday the 13th Part VIII: Jason Takes Manhattan,9343976
3/15/2013,Spring Breakers,9124286
3/15/2002,Y Tu Mamá También,8649881
9/24/2004,Shaun of the Dead,8464388
10/31/2008,The Haunting of Molly Hartley,8442412
6/21/1996,Lone Star,7952403
3/27/1986,April Fool's Day,7947763
4/2/1982,Diner,7592907
4/15/1983,Lone Wolf McQuade,7232628
3/13/2009,Sunshine Cleaning,7062558
1/1/1957,A Farewell To Arms,6000000
1/1/1959,Solomon and Sheba,6000000
8/20/1982,The Beastmaster,5751126
1/9/2009,Not Easily Broken,5572742
5/9/2014,Moms’ Night Out,5429707
10/6/2000,Digimon: The Movie,4628751
5/28/2004,Saved!,3886160
5/9/2003,Les invasions barbares,3460000
3/11/1976,Robin and Marian,3000000
12/22/1978,Force 10 from Navarone,2100000
4/27/2001,The Forsaken,1755271
7/21/1989,UHF,1157157
5/28/2010,Sea Rex 3D: Journey to a Prehistoric World,1096582
1/6/2006,Grandma's Boy,1090172
8/14/1998,Slums of Beverly Hills,480318
5/28/1969,C'era una volta il West,321508
7/13/2001,Made,308707
11/19/2004,La mala educación,211842
6/12/2009,Moon,10163
5/12/2006,Keeping Up with the Steins,-660759
11/21/1997,The Sweet Hereafter,-693303
8/6/2008,Bottle Shock,-951477
2/25/2011,Des Hommes et Des Dieux,-1045349
8/27/1982,Jekyll and Hyde... Together Again,-1292417
11/16/1994,Heavenly Creatures,-2067933
5/13/2011,Everything Must Go,-2287869
10/10/2014,Kill the Messenger,-2549154
12/17/2010,Rabbit Hole,-2770942
1/30/1998,Zero Effect,-3019662
10/22/2004,The Machinist,-3917956
9/21/1992,Light Sleeper,-3949139
9/12/2014,Atlas Shrugged: Who Is John Galt?,-4148310
8/29/2003,Party Monster,-4257102
7/14/2006,The Oh in Ohio,-4581311
2/21/1996,Bottle Rocket,-4592512
1/17/1997,Albino Alligator,-4673692
8/3/2007,Gandhi My Father,-4759575
4/25/2008,Standard Operating Procedure,-4771170
9/30/2011,Tucker & Dale vs. Evil,-4776162
3/27/1998,No Looking Back,-4856727
6/13/2003,Tycoon,-4878984
6/4/1999,Desert Blue,-4900853
2/27/2004,Decoys,-4915267
5/30/2008,Stuck,-4932495
11/16/2007,Redacted,-4934612
10/17/2014,Rudderless,-4943999
1/28/2005,Fascination,-4983934
8/14/2009,Grace,-4991703
10/26/2012,Mientras duermes,-5000000
7/7/2009,Flying By,-5000000
12/31/2008,The Cottage,-5000000
2/17/2009,Dead Like Me: Life After Death,-5000000
1/30/2007,Farce of the Penguins,-5000000
12/31/2010,Psych 9,-5000000
8/4/2015,Area 51,-5000000
8/18/2014,Henry & Me,-5000000
1/27/2015,Born of War,-5000000
12/31/2015,Yoga Hosers,-5000000
12/5/2014,Dying of the Light,-5000000
1/9/2015,Let's Kill Ward's Wife,-5000000
1/13/2015,Capricorn One,-5000000
12/31/2011,We Have Your Husband,-5000000
12/31/2012,Should've Been Romeo,-5000000
12/31/2015,Aztec Warrior,-5000000
9/25/2015,Navy SEAL vs. Zombies,-5000000
12/31/2014,The Hatching,-5000000
8/29/2008,Obsluhoval jsem anglického krále,-4282772
8/20/2010,Soul Kitchen,-4623099
8/17/2012,The Awakening,-4804067
5/27/2008,All Hat,-4884802
11/20/1996,Sling Blade,19641806
1/6/2006,Hostel,42526473
9/30/2011,Take Shelter,-3021047
1/27/2006,Tristram Shandy: A Cock and Bull Story,-3496587
8/22/1986,The Texas Chainsaw Massacre 2,3325872
4/22/1988,Lady in White,-2994861
10/13/2006,Driving Lessons,-4460038
12/31/2011,Without Men,-4700000
3/10/2015,Treading Water,-4700000
5/23/1973,Pat Garrett and Billy the Kid,3361217
7/16/2004,Camping Sauvage,-1120698
9/14/2012,Barfi,-1795126
3/4/2005,Dear Frankie,-3259109
6/24/2011,Le nom des gens,-4085763
5/28/2008,Savage Grace,-4165583
10/19/2007,Out of the Blue,-4599272
3/23/1984,Police Academy,76698894
3/9/1994,Four Weddings and a Funeral,47586062
6/20/1980,The Blue Lagoon,43423795
8/13/1982,Fast Times at Ridgemont High,22592880
9/28/1996,Secrets & Lies,8917292
12/19/2002,25th Hour,8584595
1/1/1956,Moby Dick,5900000
10/4/1996,Bound,-701468
10/6/2000,Requiem for a Dream,-864518
3/9/1962,State Fair,-1000000
10/24/2008,Låt den rätte komma in,-2377915
2/12/1999,Tango,-2812689
4/23/1986,Salvador,-3000000
9/2/2011,Salvando al Soldado Perez,-3099274
10/26/2001,Donnie Darko,-3229478
3/27/1998,Karakter,-3786587
8/19/2011,Nannerl la soeur de Mozart,-3792115
3/14/2003,Spun,-4089759
7/23/2010,Life During Wartime,-4218553
5/4/2006,Chinjeolhan geumjassi,-4288333
10/7/2011,Blackthorn,-4299442
5/8/2015,Maggie,-4312888
4/18/2003,Lilja 4-ever,-4318345
4/9/2010,After.Life,-4391404
2/22/2002,Mean Machine,-4407277
8/31/2007,Fong juk,-4448043
9/4/2014,Falcon Rising,-4488226
6/25/2013,Hansel & Gretel Get Baked,-4500000
11/7/2014,Fugly,-4500000
8/28/2015,Zipper,-4500000
11/19/1975,One Flew Over the Cuckoo's Nest,104581275
6/25/1976,Silent Movie,31745695
9/29/2015,R.L. Stine's Monsterville: The Cabinet of Souls,-4400000
6/6/2014,Anna,-4357373
6/6/2003,Whale Rider,16479666
6/13/2001,Sexy Beast,2646056
12/4/2009,Paa,-4100772
7/11/2012,Snabba Cash,-4111130
10/19/1990,Night of the Living Dead,1635247
2/17/2006,Nochnoy dozor,-2700812
8/13/2010,Animal Kingdom,-3155961
5/28/2010,George A. Romero's Survival of the Dead,-4098260
10/21/2011,Cargo,-4200000
5/23/2006,High School Musical,-4200000
3/6/1998,Love and Death on Long Island,-1487736
3/19/1982,Porky's,101124546
2/5/1953,Peter Pan,83400000
11/25/1992,The Crying Game,57587055
9/12/2003,Lost in Translation,40585453
4/20/1977,Annie Hall,34251425
1/10/1952,The Greatest Show on Earth,32000000
1/23/2015,The Boy Next Door,31423380
10/27/1995,Leaving Las Vegas,27921127
12/26/2001,Monster's Ball,27273922
7/11/2014,Boyhood,21379975
1/1/1960,Exodus,17750000
7/9/2010,The Kids Are All Right,16811365
8/17/1979,The Life of Brian,16008693
4/18/2014,A Haunted House 2,13329487
3/1/2013,The Last Exorcism Part II,11179303
12/17/1974,The Front Page,11000000
1/1/1956,Trapeze,10400000
8/16/1985,The Return of the Living Dead,10237880
11/4/1988,They Live,9000000
8/4/2000,Saving Grace,8178602
8/8/1963,The Great Escape,7744471
2/6/2004,What the #$'! Do We Know,6941801
7/28/2006,Scoop,6525717
11/14/2001,The Wash,6097096
3/1/2000,3 Strikes,5821335
4/11/2008,The Visitor,5427026
11/26/2003,The Cooler,4243880
1/1/1961,The Misfits,4200000
8/4/2006,The Night Listener,3836393
2/3/1995,The Jerky Boys,3555256
12/28/2007,El orfanato,3159147
5/25/2007,Bug,3006708
10/11/2002,The Rules of Attraction,2525762
12/19/1969,Topaz,2000000
11/17/2006,Let's Go to Prison,630045
12/25/1995,Four Rooms,219131
4/25/2003,The Real Cancun,-183406
12/1/1988,Talk Radio,-531428
1/31/1997,Waiting for Guffman,-1077012
9/10/1999,Love Stinks,-1206224
8/24/2012,Samsara,-1327587
6/22/2007,You Kill Me,-1573149
6/17/2011,The Art of Getting By,-2569759
9/16/2005,Thumbsucker,-2674927
3/5/2011,Red State,-2934571
9/30/2005,MirrorMask,-3135041
3/31/1987,The Barbarians,-3200000
10/17/2012,Holy Motors,-3358946
2/28/2003,Poolhall Junkies,-3436289
5/28/1999,The Loss of Sexual Innocence,-3600207
4/11/2014,Joe,-3626625
3/4/1988,Prison,-3645296
5/1/1998,Shooting Fish,-3697796
5/8/2009,Adoration,-3705756
8/4/2000,Psycho Beach Party,-3732028
1/28/2000,The Big Tease,-3814423
4/10/2015,Desert Dancer,-3844729
1/30/2015,Guten Tag Ramon,-3845644
7/25/2003,Mondays in the Sun,-3853598
4/1/2011,Trust,-3879984
12/22/2000,An Everlasting Piece,-3924922
3/26/1999,Among Giants,-3935641
7/16/1999,The Velocity of Gary,-3965855
4/22/2011,Stake Land,-3966755
2/27/2015,Praia do Futuro,-3979380
12/27/2002,Sonny,-3982361
6/20/1997,The Last Time I Committed Suicide,-3987164
11/18/2011,Another Happy Day,-3990880
2/22/2013,Inescapable,-3995673
3/20/2012,A Lonely Place to Die,-4000000
12/31/2003,Nothing,-4000000
11/9/1972,1776,-4000000
1/1/1930,Hell's Angels,-4000000
8/26/2008,Purple Violets,-4000000
6/1/2012,The Loved Ones,-4000000
11/9/2012,Repicas,-4000000
12/31/2013,Geograf globus propil,-4000000
12/31/2012,The Helpers,-4000000
7/11/2014,The Perfect Wave,-4000000
12/31/2012,How to Fall in Love,-4000000
9/8/2015,Chain of Command,-4000000
12/15/1939,Gone with the Wind,194780470
12/12/1966,A Man for All Seasons,24450000
12/30/1925,Ben-Hur,5100000
1/1/1976,Network,19889877
1/14/2011,Down for Life,-3758086
4/30/2010,The Good Heart,-3779070
4/7/1965,Major Dundee,-3785127
5/17/1950,Annie Get Your Gun,4231215
8/11/2006,Casa de Areia,-3210715
11/5/2010,Four Lions,-3439993
2/19/2010,Defendor,-3705538
5/13/1970,The Ballad of Cable Hogue,-216946
1/1/1948,The Pirate,-744000
11/21/2006,The History Boys,-993341
11/3/2006,Unknown,-3673597
5/25/1969,Midnight Cowboy,41185053
7/4/1980,Airplane!,79953539
1/1/1970,M*A*S*H,78100000
8/13/1997,The Full Monty,42357453
5/26/1993,Menace II Society,24231527
4/26/1995,Friday,23909510
12/6/2002,Empire,14004595
2/22/2013,Dark Skies,13918667
5/1/1987,Creepshow 2,10500000
1/1/1967,In Cold Blood,9500000
1/1/1959,The Nun's Story,9300000
6/21/1972,Frenzy,9100000
2/23/1966,Harper,8500000
5/27/1998,I Got the Hook-Up!,6805534
8/23/1996,She's the One,5898667
1/1/1980,Terror Train,4500000
4/16/2010,El secreto de sus ojos,2891436
11/6/1998,Gods and Monsters,2890032
3/13/1987,Evil Dead II,2423044
7/3/1985,Day of the Dead,2304262
6/29/2001,Pootie Tang,-206742
4/19/2000,La otra conquista,-2613590
6/10/2011,Trolljegeren,-3246556
9/14/2007,Ira and Abby,-3278904
2/17/2006,Winter Passing,-3393366
3/25/2005,D.E.B.S.,-3403207
6/26/2009,Surveillance,-3472651
9/17/1999,Taxman,-3490129
6/30/2009,The Betrayed,-3500000
11/7/2006,The Secret,-3500000
6/28/2011,2:13,-3500000
1/29/2013,Batman: The Dark Knight Returns Part 2,-3500000
3/11/2014,In the Name of the King III,-3500000
6/5/2015,Dawn Patrol,-3500000
12/31/2016,The Masked Saint,-3500000
12/31/2015,Time to Choose,-3500000
7/12/2013,Jagten,-2762815
9/1/2015,Lords of London,-3440000
6/24/2005,La marche de l'empereur,74037223
12/23/1977,High Anxiety,27663038
10/21/2011,Margin Call,1953586
9/26/2008,Choke,-473435
4/23/2004,L'incomparable mademoiselle C.,-2906095
7/11/2008,August,-3388238
3/3/2015,To Write Love On Her Arms,-3400000
10/10/2014,Whiplash,9792006
10/26/2007,Bella,4793373
1/17/2003,Cidade de Deus,4263397
5/5/2000,Human Traffic,-3195743
12/29/2006,The Dead Girl,-3280125
1/20/2015,A Bet's a Bet,-3300000
11/18/1983,A Christmas Story,17355209
8/20/1982,Class of 1984,3715361
1/30/2009,Entre les murs,516810
10/29/1999,Dreaming of Joseph Lees,-3242320
6/12/1968,Rosemary's Baby,30195426
1/1/1962,The Man Who Shot Liberty Valance,4800000
7/16/2004,Maria Full of Grace,3329624
6/3/2011,Beginners,2590894
7/29/2009,Adam,-922604
9/22/2006,Feast,-3143869
1/1/1946,It's a Wonderful Life,3420000
7/19/1996,Trainspotting,13401000
4/12/2013,Antiviral,-3100000
7/28/1978,National Lampoon's Animal House,138600000
10/20/2010,Paranormal Activity 2,81752907
6/7/2013,The Purge,61473115
12/22/1964,Goldfinger,48100000
10/12/2012,Sinister,45086903
8/18/2000,The Original Kings of Comedy,35168022
12/18/1957,The Bridge on the River Kwai,30300000
1/1/1978,Coming Home,29653000
11/20/1998,Waking Ned Devine,21788807
8/1/1997,Air Bud,21629916
10/11/2002,Bowling for Columbine,18576018
11/1/1985,A Nightmare On Elm Street Part 2: Freddy's Revenge,18163999
3/7/1986,A Room with a View,17966644
6/10/1975,Love and Death,17123742
8/2/2002,Martin Lawrence Live: RunTelDat,16184820
1/1/1960,The Apartment,15600000
2/15/2002,Super Troopers,15492362
8/1/1986,Friday the 13th Part VI: Jason Lives,14834917
9/20/1958,Cat on a Hot Tin Roof,14570324
5/26/1970,Beneath the Planet of the Apes,14489009
4/6/2001,Pokemon 3: The Movie,14052128
8/13/1993,Jason Goes to Hell: The Final Friday,12935068
4/27/1990,Spaced Invaders,10654536
4/9/1976,Family Plot,10200000
7/16/1966,Torn Curtain,10000000
3/3/2006,Dave Chappelle's Block Party,8718595
10/25/1985,Krush Groove,8052713
1/1/1960,Elmer Gantry,7400000
5/8/2009,Next Day Air,7027047
1/1/1961,Judgment at Nuremberg,7000000
5/12/1999,Trippin',6017070
1/1/1948,Red River,6012000
8/8/2001,The Deep End,5823109
5/24/2013,Before Midnight,5110621
11/20/1987,Teen Wolf Too,4888000
4/7/2006,Phat Girlz,4061128
7/8/1988,Phantasm II,4000000
10/1/2004,Woman Thou Art Loosed,3879730
10/18/2002,Real Women Have Curves,2853194
8/28/1981,Gallipoli,2732587
4/28/2006,Water,2529144
4/14/2000,East is East,1170647
9/1/2000,Whipped,1142507
2/28/1997,Kama Sutra,1109095
4/30/2010,Please Give,1033574
6/30/1971,Willy Wonka & the Chocolate Factory,1000000
9/24/1993,Warlock: The Armageddon,902679
4/18/1997,8 Heads in a Duffel Bag,559990
9/13/1978,Days of Heaven,446749
5/24/2002,Thirteen Conversations About One Thing,287435
2/19/1999,Jawbreaker,76820
2/24/2006,Tsotsi,-87394
4/9/2010,Letters to God,-151413
10/16/1998,Happiness,-253547
8/9/1996,Basquiat,-270933
4/4/2003,DysFunkTional Family,-745000
9/19/2014,Tusk,-1178017
4/6/2012,Damsels in Distress,-1992465
3/25/2005,Oldboy,-2292609
5/6/2011,Hobo with a Shotgun,-2296628
9/7/2012,Bachelorette,-2553230
1/15/2010,Fish Tank,-2625325
9/9/2011,Creature,-2673000
8/23/1996,Freeway,-2704507
10/6/2006,Love's Abiding Joy,-2747274
2/12/1993,Braindead,-2757377
10/1/2010,Chain Letter,-2794158
3/2/2012,Tim and Eric's Billion Dollar Movie,-2798564
11/9/2007,Holly,-2836931
3/26/2010,The Eclipse,-2866589
3/21/2008,The Grand,-2884121
3/17/2006,Sommersturm,-2904796
8/15/2014,Fort McCoy,-2921052
8/4/1999,The Gambler,-2948227
10/13/2000,Just Looking,-2960148
1/13/2012,The Divide,-2982000
9/9/2011,Tanner Hall,-2994927
9/30/2005,My Big Fat Independent Movie,-2995345
12/31/2014,Demonic,-3000000
4/15/2008,à L'Intérieur,-3000000
7/28/1951,Alice in Wonderland,-3000000
10/1/2010,Barry Munday,-3000000
12/31/2009,The Deported,-3000000
12/31/2009,Chicago Overcoat,-3000000
12/31/2015,AWOL-72,-3000000
1/15/2013,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,-3000000
2/6/2015,Enter the Dangerous Mind,-3000000
5/21/2013,Open Road,-3000000
3/17/2015,Something Wicked,-3000000
7/8/2014,Point Blank,-3000000
10/27/2014,Iguana,-3000000
12/31/2009,Four Single Fathers,-3000000
8/14/2015,Amnesiac,-3000000
12/31/2015,Unnatural,-3000000
2/15/1950,Cinderella,82100000
11/20/1998,Central do Brasil,3069553
1/1/1961,Pocketful of Miracles,2100000
3/24/2006,Boynton Beach Club,227472
10/1/2010,Freakonomics,-2798730
8/19/2011,Griff the Invisible,-2879222
3/29/1959,Some Like it Hot,22116152
6/10/2005,High Tension,831066
12/15/1974,Young Frankenstein,83500000
6/25/1976,The Omen,45770885
7/22/2005,Hustle & Flow,19401798
5/13/1988,Friday the 13th Part VII: The New Blood,16370001
9/15/2006,Artie Lange's Beer League,-2325000
8/25/1939,The Wizard of Oz,30934566
2/15/2008,Diary of the Dead,-1797380
10/17/1979,The Black Stallion,35099643
6/13/1997,Ulee's Gold,6354736
9/1/2006,Lage Raho Munna Bhai,-482439
12/31/2008,Rejsen til Saturn,-2700000
1/1/1963,Donovan's Reef,3914000
1/16/1998,The Dress,-2633444
12/24/1943,A Guy Named Joe,2736000
1/1/1974,Blazing Saddles,116900000
4/13/1984,Friday the 13th Part IV: The Final Chapter,27793007
1/1/1987,Maurice,530592
7/9/2004,Riding Giants,-323632
12/12/2008,Los Cronocrímenes,-2560873
12/31/2011,La Cara Oculta,-2600000
12/7/2007,Timber Falls,-2600000
12/31/2008,Silver Medalist,-2600000
4/1/2011,Fat Sick & Nearly Dead,-2600000
4/10/1952,Singin' in the Rain,4660000
1/11/2013,A Haunted House,37541683
7/13/2012,2016: Obama’s America,30849941
7/3/2013,Kevin Hart: Let Me Explain,29744051
7/28/2004,Garden State,24282316
10/4/1996,That Thing You Do!,23309813
10/30/1981,Halloween II,23033818
10/22/1982,Halloween 3: Season of the Witch,11900000
10/1/2008,Religulous,10511160
1/1/1971,Escape from the Planet of the Apes,9800000
5/29/1963,Hud,7500000
8/2/2013,The Spectacular Now,4352971
9/29/1991,My Own Private Idaho,3901336
1/27/1995,Before Sunrise,2684616
8/17/2012,Robot & Frank,817468
10/3/2003,Sur Le Seuil,-486948
6/16/2000,Jesus' Son,-1217916
5/27/2005,Saving Face,-1312734
6/20/2008,Brick Lane,-1405002
3/1/2013,The Lost Medallion: The Adventures of Billy Stone,-1950368
9/26/2003,My Life Without Me,-2067640
3/31/2006,Marilyn Hotchkiss' Ballroom Dancing and Charm School,-2158103
4/1/2011,Super,-2175862
11/14/2008,Fuel,-2325745
4/9/2010,Valley of the Hearts Delight,-2381334
10/31/2008,The Other End of the Line,-2384496
6/18/2010,8: The Mormon Proposition,-2399720
4/17/2009,Sleep Dealer,-2419864
8/24/2007,Eye of the Dolphin,-2427790
8/16/2013,Underdogs,-2464983
9/8/2000,Anatomie,-2490402
12/31/2009,The Calling,-2500000
6/21/2013,Alien Uprising,-2500000
12/31/2010,Christmas Mail,-2500000
7/3/2015,Stung,-2500000
12/31/2017,Sky Sharks,-2500000
12/31/2014,8 Days,-2500000
5/13/2011,Go For It!,-2269763
10/16/1996,Get on the Bus,3260056
1/5/2007,Thr3e,-1391151
9/1/2006,Idiocracy,-1955907
11/14/2014,Always Woodstock,-2400000
7/25/2007,This is England,-2052081
1/1/1944,Bathing Beauty,1139000
9/24/1951,Show Boat,8700000
5/1/1998,Dancer Texas Pop. 81,-1734408
8/26/2011,Redemption Road,-2270616
4/15/2015,The Toxic Avenger Part II,-2300000
12/31/2014,Eden,-2300000
6/19/1987,The Brave Little Toaster,-2300000
11/13/1940,Fantasia,81040000
8/13/1982,Friday the 13th Part 3,31735198
10/9/1971,The French Connection,38958757
3/22/1985,Friday the 13th Part V: A New Beginning,18474880
2/9/2007,The Last Sin Eater,-1811610
12/31/2008,Impact Point,-2200000
1/1/1945,The Valley of Decision,6972000
12/31/2005,Chicken Tikka Masala,-2160000
10/7/2008,Jack Brooks: Monster Slayer,-2150000
11/21/1946,The Best Years of Our Lives,21500000
7/13/2001,Bully,-1218176
5/29/2002,Elling,-1786564
7/14/2009,[Rec],-2100000
12/31/2012,Infected,-2100000
12/31/2010,Lies in Plain Sight,-2100000
12/31/2015,Mi America,-2100000
10/6/2015,The Timber,-2100000
9/30/2011,Courageous,32522221
6/15/2007,Nancy Drew,23584685
4/8/1964,From Russia With Love,22800000
5/21/1982,Mad Max 2: The Road Warrior,22600832
1/1/1946,Notorious,22464742
8/2/1967,In the Heat of the Night,22379978
12/17/1973,Sleeper,16344729
8/11/1972,Everything You Always Wanted to Know,16016290
3/13/2015,It Follows,12674077
12/25/1962,To Kill A Mockingbird,11129846
3/9/2012,Silent House,10739737
10/20/2000,The Legend of Drunken Master,9546543
10/8/1999,Boys Don't Cry,9540607
2/9/2007,Das Leben der Anderen,9284657
1/1/1962,Lolita,7250000
1/1/1940,Boom Town,7172000
1/1/1947,Gentleman's Agreement,5800000
9/25/1961,The Hustler,5600000
12/31/1986,Witchboard,5369373
11/26/2003,Les Triplettes de Belleville,4998643
6/26/1998,Smoke Signals,4719300
6/11/2010,Winter's Bone,4531503
8/15/2003,American Splendor,4003587
7/2/2004,Before Sunset,3792822
3/30/2001,Amores Perros,3383834
8/20/2003,Thirteen,2601043
1/23/2004,Touching the Void,2593598
10/8/2010,Inside Job,2311834
1/1/1938,Alexander's Ragtime Band,2000000
6/17/2005,Me and You and Everyone We Know,1885134
8/28/2015,We Are Your Friends,1591417
11/10/2006,Harsh Times,1337931
3/3/2000,Ghost Dog: Way of the Samurai,1330230
9/18/2015,Captive,583301
8/2/2002,Full Frontal,512846
12/25/2008,Waltz with Bashir,283849
6/28/2006,Strangers with Candy,72645
10/4/2006,Shortbus,-14708
5/2/2008,Son of Rambow: A Home Movie,-214495
9/12/2003,The Book of Mormon Movie Volume 1: The Journey,-339135
5/12/2000,Hamlet,-422713
7/27/2007,No End In Sight,-566681
